0,4.7246
1.0101,4.143
2.0202,3.0169
3.0303,18.2617
4.0404,27.123
5.0505,32.9831
6.0606,36.7644
7.0707,32.968
8.0808,41.332
9.0909,34.4671
10.101,28.6471
11.1111,31.8258
12.1212,36.9046
13.1313,44.211
14.1414,51.0787
15.1515,32.7267
16.1616,52.1592
17.1717,59.8952
18.1818,65.0075
19.1919,51.0333
20.202,70.993
21.2121,55.7125
22.2222,77.4781
23.2323,88.9159
24.2424,59.6518
25.2525,94.9314
26.2626,91.0649
27.2727,90.6265
28.2828,99.5853
29.2929,94.2429
30.303,100.158
31.3131,96.8756
32.3232,116.452
33.3333,116.085
34.3434,99.6082
35.3535,118.083
36.3636,114.376
37.3737,103.588
38.3838,122.702
39.3939,119.991
40.404,123.366
41.4141,134.481
42.4242,122.826
43.4343,132.814
44.4444,118.686
45.4545,163.51
46.4646,158.979
47.4747,143.429
48.4848,151.763
49.4949,148.843
50.5051,141.489
51.5152,157.092
52.5253,160.811
53.5354,173.211
54.5455,161.077
55.5556,179.885
56.5657,152.023
57.5758,174.613
58.5859,179.898
59.596,177.975
60.6061,173.201
61.6162,201.895
62.6263,202.661
63.6364,167.626
64.6465,202.642
65.6566,211.617
66.6667,212.221
67.6768,206.165
68.6869,223.798
69.697,223.993
70.7071,196.546
71.7172,228.893
72.7273,236.156
73.7374,214.87
74.7475,216.804
75.7576,222.375
76.7677,232.639
77.7778,230.857
78.7879,252.531
79.798,232.953
80.8081,247.719
81.8182,257.666
82.8283,256.371
83.8384,254.398
84.8485,249.952
85.8586,262.316
86.8687,251.082
87.8788,261.312
88.8889,258.998
89.899,277.097
90.9091,292.754
91.9192,281.499
92.9293,288.85
93.9394,281.897
94.9495,303.028
95.9596,307.051
96.9697,293.683
97.9798,299.571
98.9899,310.222
100,303.688
100,303.688
,
2.97917,
6.10589,
